"path","chemical","ppm","device","datetime","split"
"NH4/Nokia/round2/2wIZP_ngochanpham274@gmail.com_2025-05-14 11_33_55_Vinh_NOKIA_NH4_0.09ppm_2_4_NOKIA_10.8768404_106.6782346.jpg","NH4","0.09","Nokia","2025-05-14 11:33:55","train"
"NH4/Nokia/round2/3hY6j_ngochanpham274@gmail.com_2025-05-14 12_21_52_Vinh_NOKIA_NH4_4ppm_2_5_NOKIA_10.8768476_106.6782348.jpg","NH4","4.0","Nokia","2025-05-14 12:21:52","train"
"NH4/Nokia/round2/3MbBi_ngochanpham274@gmail.com_2025-05-14 11_47_38_Vinh_NOKIA_NH4_0.3ppm_2_1_NOKIA_10.8768533_106.6782315.jpg","NH4","0.3","Nokia","2025-05-14 11:47:38","train"
"NH4/Nokia/round2/49WuA_ngochanpham274@gmail.com_2025-05-14 12_39_00_Vinh_NOKIA_NH4_9.5ppm_2_5_NOKIA _10.8768522_106.6782317.jpg","NH4","9.5","Nokia","2025-05-14 12:39:00","train"
"NH4/Nokia/round2/4had1_ngochanpham274@gmail.com_2025-05-14 12_37_05_Vinh_NOKIA_NH4_9ppm_2_3_NOKIA _10.8768522_106.6782317.jpg","NH4","9.0","Nokia","2025-05-14 12:37:05","train"
"NH4/Nokia/round2/4vpRu_ngochanpham274@gmail.com_2025-05-14 11_19_14_Vinh_NOKIA_NH4_0.05ppm_2_2_NOKIA _10.8768415_106.6782308.jpg","NH4","0.05","Nokia","2025-05-14 11:19:14","train"
"NH4/Nokia/round2/506aK_ngochanpham274@gmail.com_2025-05-14 12_19_46_Vinh_NOKIA_NH4_3ppm_2_6_NOKIA_10.8768476_106.6782348.jpg","NH4","3.0","Nokia","2025-05-14 12:19:46","train"
"NH4/Nokia/round2/554Kf_ngochanpham274@gmail.com_2025-05-14 12_15_40_Vinh_NOKIA_NH4_1ppm_2_3_NOKIA_10.8768476_106.6782348.jpg","NH4","1.0","Nokia","2025-05-14 12:15:40","train"
"NH4/Nokia/round2/5FYyP_ngochanpham274@gmail.com_2025-05-14 12_01_20_Vinh_NOKIA_NH4_0.5ppm_2_10_NOKIA_10.8768476_106.6782018.jpg","NH4","0.5","Nokia","2025-05-14 12:01:20","train"
"NH4/Nokia/round2/5m894_ngochanpham274@gmail.com_2025-05-14 11_58_53_Vinh_NOKIA_NH4_0.5ppm_2_6_NOKIA_10.8768476_106.6782018.jpg","NH4","0.5","Nokia","2025-05-14 11:58:53","train"
"NH4/Nokia/round2/5umOR_ngochanpham274@gmail.com_2025-05-14 12_18_00_Vinh_NOKIA_NH4_2ppm_2_5_NOKIA_10.8768476_106.6782348.jpg","NH4","2.0","Nokia","2025-05-14 12:18:00","train"
"NH4/Nokia/round2/5VnqP_ngochanpham274@gmail.com_2025-05-14 12_17_24_Vinh_NOKIA_NH4_2ppm_2_1_NOKIA_10.8768476_106.6782348.jpg","NH4","2.0","Nokia","2025-05-14 12:17:24","train"
"NH4/Nokia/round2/6bzxf_ngochanpham274@gmail.com_2025-05-14 11_17_03_Vinh_NOKIA_NH4_0.04ppm_2_4_NOKIA _10.8768415_106.6782308.jpg","NH4","0.04","Nokia","2025-05-14 11:17:03","train"
"NH4/Nokia/round2/6gKHr_ngochanpham274@gmail.com_2025-05-14 11_20_07_Vinh_NOKIA_NH4_0.05ppm_2_3_NOKIA_10.8768404_106.6782346.jpg","NH4","0.05","Nokia","2025-05-14 11:20:07","train"
"NH4/Nokia/round2/73Aic_ngochanpham274@gmail.com_2025-05-14 11_21_02_Vinh_NOKIA_NH4_0.09ppm_2_8_NOKIA_10.8768404_106.6782346.jpg","NH4","0.09","Nokia","2025-05-14 11:21:02","train"
"NH4/Nokia/round2/7Ljmd_ngochanpham274@gmail.com_2025-05-14 11_46_58_Vinh_NOKIA_NH4_0.2ppm_2_10_NOKIA_10.8768533_106.6782315.jpg","NH4","0.2","Nokia","2025-05-14 11:46:58","train"
"NH4/Nokia/round2/7qK44_ngochanpham274@gmail.com_2025-05-14 11_39_48_Vinh_NOKIA_NH4_0.1ppm_2_1_NOKIA_10.8768533_106.6782315.jpg","NH4","0.1","Nokia","2025-05-14 11:39:48","train"
"NH4/Nokia/round2/8EDYz_ngochanpham274@gmail.com_2025-05-14 11_53_25_Vinh_NOKIA_NH4_0.4ppm_2_7_NOKIA_10.8768533_106.6782315.jpg","NH4","0.4","Nokia","2025-05-14 11:53:25","train"
"NH4/Nokia/round2/8pzXQ_ngochanpham274@gmail.com_2025-05-14 11_10_35_Vinh_NOKIA_NH4_0.02ppm_2_1_NOKIA _10.8768415_106.6782308.jpg","NH4","0.02","Nokia","2025-05-14 11:10:35","train"
"NH4/Nokia/round2/96rm4_ngochanpham274@gmail.com_2025-05-14 11_24_53_Vinh_NOKIA_NH4_0.06ppm_2_4_NOKIA_10.8768404_106.6782346.jpg","NH4","0.06","Nokia","2025-05-14 11:24:53","train"
"NH4/Nokia/round2/99uXX_ngochanpham274@gmail.com_2025-05-14 12_12_44_Vinh_NOKIA_NH4_0.95ppm_2_1_NOKIA_10.8768476_106.6782018.jpg","NH4","0.95","Nokia","2025-05-14 12:12:44","train"
"NH4/Nokia/round2/9AiB0_ngochanpham274@gmail.com_2025-05-14 12_03_34_Vinh_NOKIA_NH4_0.6ppm_2_2_NOKIA_10.8768476_106.6782018.jpg","NH4","0.6","Nokia","2025-05-14 12:03:34","train"
"NH4/Nokia/round2/9tsOh_ngochanpham274@gmail.com_2025-05-14 12_20_25_Vinh_NOKIA_NH4_3ppm_2_10_NOKIA_10.8768476_106.6782348.jpg","NH4","3.0","Nokia","2025-05-14 12:20:25","train"
"NH4/Nokia/round2/A4UkP_ngochanpham274@gmail.com_2025-05-14 11_49_58_Vinh_NOKIA_NH4_0.3ppm_2_5_NOKIA_10.8768533_106.6782315.jpg","NH4","0.3","Nokia","2025-05-14 11:49:58","train"
"NH4/Nokia/round2/A6wA2_ngochanpham274@gmail.com_2025-05-14 12_10_52_Vinh_NOKIA_NH4_0.9ppm_2_2_NOKIA_10.8768476_106.6782018.jpg","NH4","0.9","Nokia","2025-05-14 12:10:52","train"
"NH4/Nokia/round2/a7k1i_ngochanpham274@gmail.com_2025-05-14 11_52_10_Vinh_NOKIA_NH4_0.4ppm_2_3_NOKIA_10.8768533_106.6782315.jpg","NH4","0.4","Nokia","2025-05-14 11:52:10","train"
"NH4/Nokia/round2/A85sk_ngochanpham274@gmail.com_2025-05-14 12_10_14_Vinh_NOKIA_NH4_0.8ppm_2_10_NOKIA_10.8768476_106.6782018.jpg","NH4","0.8","Nokia","2025-05-14 12:10:14","train"
"NH4/Nokia/round2/AceWu_ngochanpham274@gmail.com_2025-05-14 12_30_34_Vinh_NOKIA_NH4_7ppm_2_7_NOKIA _10.8768438_106.6782352.jpg","NH4","7.0","Nokia","2025-05-14 12:30:34","train"
"NH4/Nokia/round2/AMD94_ngochanpham274@gmail.com_2025-05-14 12_35_18_Vinh_NOKIA_NH4_9ppm_2_10_NOKIA _10.8768522_106.6782317.jpg","NH4","9.0","Nokia","2025-05-14 12:35:18","train"
"NH4/Nokia/round2/anfbO_ngochanpham274@gmail.com_2025-05-14 11_17_56_Vinh_NOKIA_NH4_0.04ppm_2_8_NOKIA _10.8768415_106.6782308.jpg","NH4","0.04","Nokia","2025-05-14 11:17:56","train"
"NH4/Nokia/round2/aR24h_ngochanpham274@gmail.com_2025-05-14 11_45_11_Vinh_NOKIA_NH4_0.2ppm_2_4_NOKIA_10.8768533_106.6782315.jpg","NH4","0.2","Nokia","2025-05-14 11:45:11","train"
"NH4/Nokia/round2/b0sSl_ngochanpham274@gmail.com_2025-05-14 12_08_56_Vinh_NOKIA_NH4_0.8ppm_2_3_NOKIA_10.8768476_106.6782018.jpg","NH4","0.8","Nokia","2025-05-14 12:08:56","train"
"NH4/Nokia/round2/BGv5P_ngochanpham274@gmail.com_2025-05-14 11_28_45_Vinh_NOKIA_NH4_0.07ppm_2_8_NOKIA_10.8768404_106.6782346.jpg","NH4","0.07","Nokia","2025-05-14 11:28:45","train"
"NH4/Nokia/round2/bkEWx_ngochanpham274@gmail.com_2025-05-14 11_26_44_Vinh_NOKIA_NH4_0.07ppm_2_1_NOKIA_10.8768404_106.6782346.jpg","NH4","0.07","Nokia","2025-05-14 11:26:44","train"
"NH4/Nokia/round2/bNMje_ngochanpham274@gmail.com_2025-05-14 11_44_48_Vinh_NOKIA_NH4_0.2ppm_2_3_NOKIA_10.8768533_106.6782315.jpg","NH4","0.2","Nokia","2025-05-14 11:44:48","train"
"NH4/Nokia/round2/BqeIM_ngochanpham274@gmail.com_2025-05-14 12_23_56_Vinh_NOKIA_NH4_5ppm_2_9_NOKIA_10.8768476_106.6782348.jpg","NH4","5.0","Nokia","2025-05-14 12:23:56","train"
"NH4/Nokia/round2/BSMh9_ngochanpham274@gmail.com_2025-05-14 12_31_21_Vinh_NOKIA_NH4_7ppm_2_3_NOKIA _10.8768438_106.6782352.jpg","NH4","7.0","Nokia","2025-05-14 12:31:21","train"
"NH4/Nokia/round2/bvEed_ngochanpham274@gmail.com_2025-05-14 12_31_57_Vinh_NOKIA_NH4_7ppm_2_1_NOKIA _10.8768438_106.6782352.jpg","NH4","7.0","Nokia","2025-05-14 12:31:57","train"
"NH4/Nokia/round2/BWmoW_ngochanpham274@gmail.com_2025-05-14 12_05_26_Vinh_NOKIA_NH4_0.6ppm_2_5_NOKIA_10.8768476_106.6782018.jpg","NH4","0.6","Nokia","2025-05-14 12:05:26","train"
"NH4/Nokia/round2/C09fh_ngochanpham274@gmail.com_2025-05-14 12_05_54_Vinh_NOKIA_NH4_0.6ppm_2_8_NOKIA_10.8768476_106.6782018.jpg","NH4","0.6","Nokia","2025-05-14 12:05:54","train"
"NH4/Nokia/round2/c0Zwj_ngochanpham274@gmail.com_2025-05-14 12_20_10_Vinh_NOKIA_NH4_3ppm_2_9_NOKIA_10.8768476_106.6782348.jpg","NH4","3.0","Nokia","2025-05-14 12:20:10","train"
"NH4/Nokia/round2/C2fBT_ngochanpham274@gmail.com_2025-05-14 12_07_55_Vinh_NOKIA_NH4_0.7ppm_2_9_NOKIA_10.8768476_106.6782018.jpg","NH4","0.7","Nokia","2025-05-14 12:07:55","train"
"NH4/Nokia/round2/C6YIb_ngochanpham274@gmail.com_2025-05-14 12_34_24_Vinh_NOKIA_NH4_8ppm_2_9_NOKIA _10.8768522_106.6782317.jpg","NH4","8.0","Nokia","2025-05-14 12:34:24","train"
"NH4/Nokia/round2/cdQrw_ngochanpham274@gmail.com_2025-05-14 11_25_53_Vinh_NOKIA_NH4_0.06ppm_2_8_NOKIA_10.8768404_106.6782346.jpg","NH4","0.06","Nokia","2025-05-14 11:25:53","train"
"NH4/Nokia/round2/CFyo2_ngochanpham274@gmail.com_2025-05-14 11_43_02_Vinh_NOKIA_NH4_0.1ppm_2_10_NOKIA_10.8768533_106.6782315.jpg","NH4","0.1","Nokia","2025-05-14 11:43:02","train"
"NH4/Nokia/round2/cLVSJ_ngochanpham274@gmail.com_2025-05-14 12_11_01_Vinh_NOKIA_NH4_0.9ppm_2_3_NOKIA_10.8768476_106.6782018.jpg","NH4","0.9","Nokia","2025-05-14 12:11:01","train"
"NH4/Nokia/round2/CM3IH_ngochanpham274@gmail.com_2025-05-14 12_23_15_Vinh_NOKIA_NH4_5ppm_2_4_NOKIA_10.8768476_106.6782348.jpg","NH4","5.0","Nokia","2025-05-14 12:23:15","train"
"NH4/Nokia/round2/CT8Iy_ngochanpham274@gmail.com_2025-05-14 12_14_29_Vinh_NOKIA_NH4_0.95ppm_2_9_NOKIA_10.8768476_106.6782348.jpg","NH4","0.95","Nokia","2025-05-14 12:14:29","train"
"NH4/Nokia/round2/ctufN_ngochanpham274@gmail.com_2025-05-14 11_12_11_Vinh_NOKIA_NH4_0.02ppm_2_8_NOKIA _10.8768415_106.6782308.jpg","NH4","0.02","Nokia","2025-05-14 11:12:11","train"
"NH4/Nokia/round2/CuGOh_ngochanpham274@gmail.com_2025-05-14 11_40_08_Vinh_NOKIA_NH4_0.1ppm_2_2_NOKIA_10.8768533_106.6782315.jpg","NH4","0.1","Nokia","2025-05-14 11:40:08","train"
"NH4/Nokia/round2/D55fa_ngochanpham274@gmail.com_2025-05-14 12_36_52_Vinh_NOKIA_NH4_9ppm_2_4_NOKIA _10.8768522_106.6782317.jpg","NH4","9.0","Nokia","2025-05-14 12:36:52","train"
"NH4/Nokia/round2/d9Sw3_ngochanpham274@gmail.com_2025-05-14 11_09_20_Vinh_NOKIA_NH4_0.01ppm_2_5_NOKIA _10.8768415_106.6782308.jpg","NH4","0.01","Nokia","2025-05-14 11:09:20","train"
"NH4/Nokia/round2/DAzp9_ngochanpham274@gmail.com_2025-05-14 12_21_18_Vinh_NOKIA_NH4_4ppm_2_1_NOKIA_10.8768476_106.6782348.jpg","NH4","4.0","Nokia","2025-05-14 12:21:18","train"
"NH4/Nokia/round2/dL27b_ngochanpham274@gmail.com_2025-05-14 12_08_03_Vinh_NOKIA_NH4_0.7ppm_2_10_NOKIA_10.8768476_106.6782018.jpg","NH4","0.7","Nokia","2025-05-14 12:08:03","train"
"NH4/Nokia/round2/DmqHj_ngochanpham274@gmail.com_2025-05-14 12_09_16_Vinh_NOKIA_NH4_0.8ppm_2_5_NOKIA_10.8768476_106.6782018.jpg","NH4","0.8","Nokia","2025-05-14 12:09:16","train"
"NH4/Nokia/round2/DNyci_ngochanpham274@gmail.com_2025-05-14 12_19_38_Vinh_NOKIA_NH4_3ppm_2_5_NOKIA_10.8768476_106.6782348.jpg","NH4","3.0","Nokia","2025-05-14 12:19:38","train"
"NH4/Nokia/round2/DSUpj_ngochanpham274@gmail.com_2025-05-14 12_18_16_Vinh_NOKIA_NH4_2ppm_2_7_NOKIA_10.8768476_106.6782348.jpg","NH4","2.0","Nokia","2025-05-14 12:18:16","train"
"NH4/Nokia/round2/dXIKq_ngochanpham274@gmail.com_2025-05-14 12_29_54_Vinh_NOKIA_NH4_7ppm_2_9_NOKIA _10.8768438_106.6782352.jpg","NH4","7.0","Nokia","2025-05-14 12:29:54","train"
"NH4/Nokia/round2/DZgld_ngochanpham274@gmail.com_2025-05-14 12_28_54_Vinh_NOKIA_NH4_7ppm_2_10_NOKIA _10.8768438_106.6782352.jpg","NH4","7.0","Nokia","2025-05-14 12:28:54","train"
"NH4/Nokia/round2/eC7Zi_ngochanpham274@gmail.com_2025-05-14 11_13_26_Vinh_NOKIA_NH4_0.03ppm_2_2_NOKIA _10.8768415_106.6782308.jpg","NH4","0.03","Nokia","2025-05-14 11:13:26","train"
"NH4/Nokia/round2/eeR1d_ngochanpham274@gmail.com_2025-05-14 11_34_53_Vinh_NOKIA_NH4_0.09ppm_2_9_NOKIA_10.8768404_106.6782346.jpg","NH4","0.09","Nokia","2025-05-14 11:34:53","train"
"NH4/Nokia/round2/Eexhh_ngochanpham274@gmail.com_2025-05-14 12_30_47_Vinh_NOKIA_NH4_7ppm_2_6_NOKIA _10.8768438_106.6782352.jpg","NH4","7.0","Nokia","2025-05-14 12:30:47","train"
"NH4/Nokia/round2/eGmQ5_ngochanpham274@gmail.com_2025-05-14 11_10_05_Vinh_NOKIA_NH4_0.01ppm_2_9_NOKIA _10.8768415_106.6782308.jpg","NH4","0.01","Nokia","2025-05-14 11:10:05","train"
"NH4/Nokia/round2/EnQtI_ngochanpham274@gmail.com_2025-05-14 11_12_40_Vinh_NOKIA_NH4_0.02ppm_2_10_NOKIA _10.8768415_106.6782308.jpg","NH4","0.02","Nokia","2025-05-14 11:12:40","train"
"NH4/Nokia/round2/evEhm_ngochanpham274@gmail.com_2025-05-14 12_16_41_Vinh_NOKIA_NH4_1ppm_2_10_NOKIA_10.8768476_106.6782348.jpg","NH4","1.0","Nokia","2025-05-14 12:16:41","train"
"NH4/Nokia/round2/F5zz0_ngochanpham274@gmail.com_2025-05-14 12_28_38_Vinh_NOKIA_NH4_6ppm_2_10_NOKIA _10.8768438_106.6782352.jpg","NH4","6.0","Nokia","2025-05-14 12:28:38","train"
"NH4/Nokia/round2/faQMl_ngochanpham274@gmail.com_2025-05-14 12_36_20_Vinh_NOKIA_NH4_9ppm_2_6_NOKIA _10.8768522_106.6782317.jpg","NH4","9.0","Nokia","2025-05-14 12:36:20","train"
"NH4/Nokia/round2/FexhV_ngochanpham274@gmail.com_2025-05-14 12_16_32_Vinh_NOKIA_NH4_1ppm_2_9_NOKIA_10.8768476_106.6782348.jpg","NH4","1.0","Nokia","2025-05-14 12:16:32","train"
"NH4/Nokia/round2/FH8d5_ngochanpham274@gmail.com_2025-05-14 11_24_21_Vinh_NOKIA_NH4_0.06ppm_2_2_NOKIA_10.8768404_106.6782346.jpg","NH4","0.06","Nokia","2025-05-14 11:24:21","train"
"NH4/Nokia/round2/fK4E4_ngochanpham274@gmail.com_2025-05-14 11_29_59_Vinh_NOKIA_NH4_0.08ppm_2_1_NOKIA_10.8768404_106.6782346.jpg","NH4","0.08","Nokia","2025-05-14 11:29:59","train"
"NH4/Nokia/round2/FlbwS_ngochanpham274@gmail.com_2025-05-14 12_21_45_Vinh_NOKIA_NH4_4ppm_2_4_NOKIA_10.8768476_106.6782348.jpg","NH4","4.0","Nokia","2025-05-14 12:21:45","train"
"NH4/Nokia/round2/FlkVN_ngochanpham274@gmail.com_2025-05-14 11_51_00_Vinh_NOKIA_NH4_0.3ppm_2_9_NOKIA_10.8768533_106.6782315.jpg","NH4","0.3","Nokia","2025-05-14 11:51:00","train"
"NH4/Nokia/round2/fpyuS_ngochanpham274@gmail.com_2025-05-14 12_19_13_Vinh_NOKIA_NH4_3ppm_2_2_NOKIA_10.8768476_106.6782348.jpg","NH4","3.0","Nokia","2025-05-14 12:19:13","train"
"NH4/Nokia/round2/FQLI6_ngochanpham274@gmail.com_2025-05-14 11_42_00_Vinh_NOKIA_NH4_0.1ppm_2_7_NOKIA_10.8768533_106.6782315.jpg","NH4","0.1","Nokia","2025-05-14 11:42:00","train"
"NH4/Nokia/round2/Fur2E_ngochanpham274@gmail.com_2025-05-14 12_10_00_Vinh_NOKIA_NH4_0.8ppm_2_9_NOKIA_10.8768476_106.6782018.jpg","NH4","0.8","Nokia","2025-05-14 12:10:00","train"
"NH4/Nokia/round2/fVMOy_ngochanpham274@gmail.com_2025-05-14 11_58_35_Vinh_NOKIA_NH4_0.5ppm_2_5_NOKIA_10.8768476_106.6782018.jpg","NH4","0.5","Nokia","2025-05-14 11:58:35","train"
"NH4/Nokia/round2/Fvwhg_ngochanpham274@gmail.com_2025-05-14 11_46_06_Vinh_NOKIA_NH4_0.2ppm_2_8_NOKIA_10.8768533_106.6782315.jpg","NH4","0.2","Nokia","2025-05-14 11:46:06","train"
"NH4/Nokia/round2/FXVJy_ngochanpham274@gmail.com_2025-05-14 12_07_47_Vinh_NOKIA_NH4_0.7ppm_2_8_NOKIA_10.8768476_106.6782018.jpg","NH4","0.7","Nokia","2025-05-14 12:07:47","train"
"NH4/Nokia/round2/G77oM_ngochanpham274@gmail.com_2025-05-14 12_34_08_Vinh_NOKIA_NH4_8ppm_2_8_NOKIA _10.8768522_106.6782317.jpg","NH4","8.0","Nokia","2025-05-14 12:34:08","train"
"NH4/Nokia/round2/Gf6Sr_ngochanpham274@gmail.com_2025-05-14 12_06_43_Vinh_NOKIA_NH4_0.7ppm_2_1_NOKIA_10.8768476_106.6782018.jpg","NH4","0.7","Nokia","2025-05-14 12:06:43","train"
"NH4/Nokia/round2/gGyyE_ngochanpham274@gmail.com_2025-05-14 12_00_04_Vinh_NOKIA_NH4_0.5ppm_2_8_NOKIA_10.8768476_106.6782018.jpg","NH4","0.5","Nokia","2025-05-14 12:00:04","train"
"NH4/Nokia/round2/gNSDb_ngochanpham274@gmail.com_2025-05-14 11_32_13_Vinh_NOKIA_NH4_0.08ppm_2_10_NOKIA_10.8768404_106.6782346.jpg","NH4","0.08","Nokia","2025-05-14 11:32:13","train"
"NH4/Nokia/round2/GoAaS_ngochanpham274@gmail.com_2025-05-14 11_31_28_Vinh_NOKIA_NH4_0.08ppm_2_6_NOKIA_10.8768404_106.6782346.jpg","NH4","0.08","Nokia","2025-05-14 11:31:28","train"
"NH4/Nokia/round2/Gv1VI_ngochanpham274@gmail.com_2025-05-14 11_31_39_Vinh_NOKIA_NH4_0.08ppm_2_7_NOKIA_10.8768404_106.6782346.jpg","NH4","0.08","Nokia","2025-05-14 11:31:39","train"
"NH4/Nokia/round2/gvMQd_ngochanpham274@gmail.com_2025-05-14 12_32_31_Vinh_NOKIA_NH4_8ppm_2_1_NOKIA _10.8768522_106.6782317.jpg","NH4","8.0","Nokia","2025-05-14 12:32:31","train"
"NH4/Nokia/round2/GXRDf_ngochanpham274@gmail.com_2025-05-14 11_22_07_Vinh_NOKIA_NH4_0.05ppm_2_9_NOKIA_10.8768404_106.6782346.jpg","NH4","0.05","Nokia","2025-05-14 11:22:07","train"
"NH4/Nokia/round2/h3dNC_ngochanpham274@gmail.com_2025-05-14 11_14_48_Vinh_NOKIA_NH4_0.03ppm_2_7_NOKIA _10.8768415_106.6782308.jpg","NH4","0.03","Nokia","2025-05-14 11:14:48","train"
"NH4/Nokia/round2/HD0Y6_ngochanpham274@gmail.com_2025-05-14 12_28_02_Vinh_NOKIA_NH4_6ppm_2_7_NOKIA _10.8768438_106.6782352.jpg","NH4","6.0","Nokia","2025-05-14 12:28:02","train"
"NH4/Nokia/round2/HEr5x_ngochanpham274@gmail.com_2025-05-14 11_29_10_Vinh_NOKIA_NH4_0.07ppm_2_10_NOKIA_10.8768404_106.6782346.jpg","NH4","0.07","Nokia","2025-05-14 11:29:10","train"
"NH4/Nokia/round2/hhw4G_ngochanpham274@gmail.com_2025-05-14 12_23_40_Vinh_NOKIA_NH4_5ppm_2_7_NOKIA_10.8768476_106.6782348.jpg","NH4","5.0","Nokia","2025-05-14 12:23:40","train"
"NH4/Nokia/round2/hID7O_ngochanpham274@gmail.com_2025-05-14 11_11_59_Vinh_NOKIA_NH4_0.02ppm_2_7_NOKIA _10.8768415_106.6782308.jpg","NH4","0.02","Nokia","2025-05-14 11:11:59","train"
"NH4/Nokia/round2/HjvCP_ngochanpham274@gmail.com_2025-05-14 12_05_47_Vinh_NOKIA_NH4_0.6ppm_2_7_NOKIA_10.8768476_106.6782018.jpg","NH4","0.6","Nokia","2025-05-14 12:05:47","train"
"NH4/Nokia/round2/HNyf0_ngochanpham274@gmail.com_2025-05-14 11_17_28_Vinh_NOKIA_NH4_0.04ppm_2_6_NOKIA _10.8768415_106.6782308.jpg","NH4","0.04","Nokia","2025-05-14 11:17:28","train"
"NH4/Nokia/round2/Hw995_ngochanpham274@gmail.com_2025-05-14 11_23_40_Vinh_NOKIA_NH4_0.06ppm_2_1_NOKIA_10.8768404_106.6782346.jpg","NH4","0.06","Nokia","2025-05-14 11:23:40","train"
"NH4/Nokia/round2/hY0Be_ngochanpham274@gmail.com_2025-05-14 11_17_44_Vinh_NOKIA_NH4_0.04ppm_2_7_NOKIA _10.8768415_106.6782308.jpg","NH4","0.04","Nokia","2025-05-14 11:17:44","train"
"NH4/Nokia/round2/i3X7d_ngochanpham274@gmail.com_2025-05-14 11_08_47_Vinh_NOKIA_NH4_0.01ppm_2_2_NOKIA _10.8768415_106.6782308.jpg","NH4","0.01","Nokia","2025-05-14 11:08:47","train"
"NH4/Nokia/round2/IfjH3_ngochanpham274@gmail.com_2025-05-14 12_27_52_Vinh_NOKIA_NH4_6ppm_2_6_NOKIA _10.8768438_106.6782352.jpg","NH4","6.0","Nokia","2025-05-14 12:27:52","train"
