"path","chemical","ppm","device","datetime","split"
"NH4/OppoA83/round1/2liW0_ngochanpham274@gmail.com_2025-05-24 12_52_30_Vinh_OPPOA83_NH4_0.9ppm_1_7_OPPOA83_10.8768412_106.678226.jpg","NH4","0.9","OppoA83","2025-05-24 12:52:30","train"
"NH4/OppoA83/round1/2VCTW_ngochanpham274@gmail.com_2025-05-22 11_47_17_Vinh_OPPOA83_NH4_0.3ppm_1_5_OPPOA83_10.8768452_106.6782097.jpg","NH4","0.3","OppoA83","2025-05-22 11:47:17","train"
"NH4/OppoA83/round1/2ympM_ngochanpham274@gmail.com_2025-05-22 11_43_43_Vinh_OPPOA83_NH4_0.2ppm_1_2_OPPOA83_10.8768452_106.6782097.jpg","NH4","0.2","OppoA83","2025-05-22 11:43:43","train"
"NH4/OppoA83/round1/367UH_ngochanpham274@gmail.com_2025-05-24 13_18_27_Vinh_OPPOA83_NH4_8ppm_1_6_OPPOA83_10.8768468_106.6782129.jpg","NH4","8.0","OppoA83","2025-05-24 13:18:27","train"
"NH4/OppoA83/round1/3esqS_ngochanpham274@gmail.com_2025-05-22 11_35_14_Vinh_OPPOA83_NH4_0.08ppm_1_4_OPPOA83_10.8768456_106.6782156.jpg","NH4","0.08","OppoA83","2025-05-22 11:35:14","train"
"NH4/OppoA83/round1/3qR9T_ngochanpham274@gmail.com_2025-05-24 12_08_44_Vinh_OPPOA83_NH4_0.02ppm_1_8_OPPOA83_10.8768448_106.6782104.jpg","NH4","0.02","OppoA83","2025-05-24 12:08:44","train"
"NH4/OppoA83/round1/3rVxd_ngochanpham274@gmail.com_2025-05-24 12_50_15_Vinh_OPPOA83_NH4_0.8ppm_1_7_OPPOA83_10.8768412_106.678226.jpg","NH4","0.8","OppoA83","2025-05-24 12:50:15","train"
"NH4/OppoA83/round1/41UoC_ngochanpham274@gmail.com_2025-05-22 12_12_16_Vinh_OPPOA83_NH4_3ppm_1_3_OPPOA83_10.8768476_106.678211.jpg","NH4","3.0","OppoA83","2025-05-22 12:12:16","train"
"NH4/OppoA83/round1/45i45_ngochanpham274@gmail.com_2025-05-22 12_05_16_Vinh_OPPOA83_NH4_0.95ppm_1_3_OPPOA83_10.8768476_106.678211.jpg","NH4","0.95","OppoA83","2025-05-22 12:05:16","train"
"NH4/OppoA83/round1/4FdmW_ngochanpham274@gmail.com_2025-05-22 11_31_47_Vinh_OPPOA83_NH4_0.07ppm_1_3_OPPOA83_10.8768456_106.6782156.jpg","NH4","0.07","OppoA83","2025-05-22 11:31:47","train"
"NH4/OppoA83/round1/4Gqc2_ngochanpham274@gmail.com_2025-05-24 12_14_26_Vinh_OPPOA83_NH4_0.05ppm_1_6_OPPOA83_10.8768448_106.6782104.jpg","NH4","0.05","OppoA83","2025-05-24 12:14:26","train"
"NH4/OppoA83/round1/4Nucy_ngochanpham274@gmail.com_2025-05-22 12_24_33_Vinh_OPPOA83_NH4_8ppm_1_4_OPPOA83_10.8768509_106.6782162.jpg","NH4","8.0","OppoA83","2025-05-22 12:24:33","train"
"NH4/OppoA83/round1/4rttU_ngochanpham274@gmail.com_2025-05-24 13_17_17_Vinh_OPPOA83_NH4_7ppm_1_7_OPPOA83_10.8768468_106.6782129.jpg","NH4","7.0","OppoA83","2025-05-24 13:17:17","train"
"NH4/OppoA83/round1/4UPZ9_ngochanpham274@gmail.com_2025-05-24 12_08_23_Vinh_OPPOA83_NH4_0.02ppm_1_7_OPPOA83_10.8768448_106.6782104.jpg","NH4","0.02","OppoA83","2025-05-24 12:08:23","train"
"NH4/OppoA83/round1/59qES_ngochanpham274@gmail.com_2025-05-24 12_49_17_Vinh_OPPOA83_NH4_0.7ppm_1_7_OPPOA83_10.8768412_106.678226.jpg","NH4","0.7","OppoA83","2025-05-24 12:49:17","train"
"NH4/OppoA83/round1/5Ez2J_ngochanpham274@gmail.com_2025-05-22 12_10_41_Vinh_OPPOA83_NH4_2ppm_1_4_OPPOA83_10.8768476_106.678211.jpg","NH4","2.0","OppoA83","2025-05-22 12:10:41","train"
"NH4/OppoA83/round1/627gJ_ngochanpham274@gmail.com_2025-05-22 12_24_04_Vinh_OPPOA83_NH4_8ppm_1_3_OPPOA83_10.8768509_106.6782162.jpg","NH4","8.0","OppoA83","2025-05-22 12:24:04","train"
"NH4/OppoA83/round1/63vhc_ngochanpham274@gmail.com_2025-05-22 11_17_34_Vinh_OPPOA83_NH4_0.02ppm_1_2_OPPOA83_10.8768519_106.6782023.jpg","NH4","0.02","OppoA83","2025-05-22 11:17:34","train"
"NH4/OppoA83/round1/6eAzn_ngochanpham274@gmail.com_2025-05-24 12_04_19_Vinh_OPPOA83_NH4_0.01ppm_1_8_OPPOA83_10.8768501_106.6782177.jpg","NH4","0.01","OppoA83","2025-05-24 12:04:19","train"
"NH4/OppoA83/round1/6EFCc_ngochanpham274@gmail.com_2025-05-24 12_23_15_Vinh_OPPOA83_NH4_0.08ppm_1_6_OPPOA83_10.8768427_106.6782173.jpg","NH4","0.08","OppoA83","2025-05-24 12:23:15","train"
"NH4/OppoA83/round1/6Mfdq_ngochanpham274@gmail.com_2025-05-22 12_13_06_Vinh_OPPOA83_NH4_3ppm_1_5_OPPOA83_10.8768476_106.678211.jpg","NH4","3.0","OppoA83","2025-05-22 12:13:06","train"
"NH4/OppoA83/round1/6Ot8O_ngochanpham274@gmail.com_2025-05-22 11_55_23_Vinh_OPPOA83_NH4_0.6ppm_1_5_OPPOA83_10.8768498_106.6782152.jpg","NH4","0.6","OppoA83","2025-05-22 11:55:23","train"
"NH4/OppoA83/round1/6vEpi_ngochanpham274@gmail.com_2025-05-24 13_13_25_Vinh_OPPOA83_NH4_5ppm_1_7_OPPOA83_10.8768468_106.6782129.jpg","NH4","5.0","OppoA83","2025-05-24 13:13:25","train"
"NH4/OppoA83/round1/6ZLND_ngochanpham274@gmail.com_2025-05-22 11_51_48_Vinh_OPPOA83_NH4_0.5ppm_1_2_OPPOA83_10.8768498_106.6782152.jpg","NH4","0.5","OppoA83","2025-05-22 11:51:48","train"
"NH4/OppoA83/round1/77AEy_ngochanpham274@gmail.com_2025-05-22 11_27_31_Vinh_OPPOA83_NH4_0.06ppm_1_1_OPPOA83_10.8768456_106.6782156.jpg","NH4","0.06","OppoA83","2025-05-22 11:27:31","train"
"NH4/OppoA83/round1/7m1Kg_ngochanpham274@gmail.com_2025-05-22 12_08_30_Vinh_OPPOA83_NH4_1ppm_1_4_OPPOA83_10.8768476_106.678211.jpg","NH4","1.0","OppoA83","2025-05-22 12:08:30","train"
"NH4/OppoA83/round1/7oawn_ngochanpham274@gmail.com_2025-05-24 12_38_27_Vinh_OPPOA83_NH4_0.4ppm_1_10_OPPOA83_10.8768464_106.6782139.jpg","NH4","0.4","OppoA83","2025-05-24 12:38:27","train"
"NH4/OppoA83/round1/7PwNq_ngochanpham274@gmail.com_2025-05-22 11_59_09_Vinh_OPPOA83_NH4_0.8ppm_1_4_OPPOA83_10.8768498_106.6782152.jpg","NH4","0.8","OppoA83","2025-05-22 11:59:09","train"
"NH4/OppoA83/round1/7pzcF_ngochanpham274@gmail.com_2025-05-24 12_14_07_Vinh_OPPOA83_NH4_0.05ppm_1_7_OPPOA83_10.8768448_106.6782104.jpg","NH4","0.05","OppoA83","2025-05-24 12:14:07","train"
"NH4/OppoA83/round1/8ME7Q_ngochanpham274@gmail.com_2025-05-24 12_36_02_Vinh_OPPOA83_NH4_0.3ppm_1_8_OPPOA83_10.8768464_106.6782139.jpg","NH4","0.3","OppoA83","2025-05-24 12:36:02","train"
"NH4/OppoA83/round1/8mMNq_ngochanpham274@gmail.com_2025-05-24 13_12_49_Vinh_OPPOA83_NH4_5ppm_1_9_OPPOA83_10.8768468_106.6782129.jpg","NH4","5.0","OppoA83","2025-05-24 13:12:49","train"
"NH4/OppoA83/round1/8PK8u_ngochanpham274@gmail.com_2025-05-22 11_43_19_Vinh_OPPOA83_NH4_0.2ppm_1_1_OPPOA83_10.8768452_106.6782097.jpg","NH4","0.2","OppoA83","2025-05-22 11:43:19","train"
"NH4/OppoA83/round1/8vZBl_ngochanpham274@gmail.com_2025-05-22 11_46_54_Vinh_OPPOA83_NH4_0.3ppm_1_4_OPPOA83_10.8768452_106.6782097.jpg","NH4","0.3","OppoA83","2025-05-22 11:46:54","train"
"NH4/OppoA83/round1/8YCpe_ngochanpham274@gmail.com_2025-05-24 13_01_42_Vinh_OPPOA83_NH4_3ppm_1_8_OPPOA83_10.8768424_106.6782146.jpg","NH4","3.0","OppoA83","2025-05-24 13:01:42","train"
"NH4/OppoA83/round1/8ZyQe_ngochanpham274@gmail.com_2025-05-22 12_17_57_Vinh_OPPOA83_NH4_5ppm_1_4_OPPOA83_10.8768509_106.6782162.jpg","NH4","5.0","OppoA83","2025-05-22 12:17:57","train"
"NH4/OppoA83/round1/9Bklz_ngochanpham274@gmail.com_2025-05-22 12_01_46_Vinh_OPPOA83_NH4_0.9ppm_1_4_OPPOA83_10.8768427_106.678216.jpg","NH4","0.9","OppoA83","2025-05-22 12:01:46","train"
"NH4/OppoA83/round1/9janA_ngochanpham274@gmail.com_2025-05-24 13_18_07_Vinh_OPPOA83_NH4_7ppm_1_6_OPPOA83_10.8768468_106.6782129.jpg","NH4","7.0","OppoA83","2025-05-24 13:18:07","train"
"NH4/OppoA83/round1/9OPyv_ngochanpham274@gmail.com_2025-05-24 13_16_21_Vinh_OPPOA83_NH4_7ppm_1_10_OPPOA83_10.8768468_106.6782129.jpg","NH4","7.0","OppoA83","2025-05-24 13:16:21","train"
"NH4/OppoA83/round1/9uAXF_ngochanpham274@gmail.com_2025-05-22 11_40_26_Vinh_OPPOA83_NH4_0.095ppm_1_4_OPPOA83_10.8768452_106.6782097.jpg","NH4","0.095","OppoA83","2025-05-22 11:40:26","train"
"NH4/OppoA83/round1/9wx9V_ngochanpham274@gmail.com_2025-05-22 12_19_17_Vinh_OPPOA83_NH4_6ppm_1_2_OPPOA83_10.8768509_106.6782162.jpg","NH4","6.0","OppoA83","2025-05-22 12:19:17","train"
"NH4/OppoA83/round1/a3p1r_ngochanpham274@gmail.com_2025-05-22 11_16_05_Vinh_OPPOA83_NH4_0.01ppm_1_4_OPPOA83_10.8768519_106.6782023.jpg","NH4","0.01","OppoA83","2025-05-22 11:16:05","train"
"NH4/OppoA83/round1/a83sW_ngochanpham274@gmail.com_2025-05-22 11_34_34_Vinh_OPPOA83_NH4_0.08ppm_1_2_OPPOA83_10.8768456_106.6782156.jpg","NH4","0.08","OppoA83","2025-05-22 11:34:34","train"
"NH4/OppoA83/round1/ah2NC_ngochanpham274@gmail.com_2025-05-24 12_24_48_Vinh_OPPOA83_NH4_0.09ppm_1_10_OPPOA83_10.8768427_106.6782173.jpg","NH4","0.09","OppoA83","2025-05-24 12:24:48","train"
"NH4/OppoA83/round1/aianu_ngochanpham274@gmail.com_2025-05-24 12_20_42_Vinh_OPPOA83_NH4_0.07ppm_1_7_OPPOA83_10.8768427_106.6782173.jpg","NH4","0.07","OppoA83","2025-05-24 12:20:42","train"
"NH4/OppoA83/round1/Aove0_ngochanpham274@gmail.com_2025-05-22 12_36_08_Vinh_OPPOA83_NH4_9.5ppm_1_1_OPPOA83_10.8769767_106.6777567.jpg","NH4","9.5","OppoA83","2025-05-22 12:36:08","train"
"NH4/OppoA83/round1/AS9pE_ngochanpham274@gmail.com_2025-05-22 11_14_29_Vinh_OPPOA83_NH4_0.01ppm_1_1_OPPOA83_10.8768519_106.6782023.jpg","NH4","0.01","OppoA83","2025-05-22 11:14:29","train"
"NH4/OppoA83/round1/At9jG_ngochanpham274@gmail.com_2025-05-24 12_58_27_Vinh_OPPOA83_NH4_1ppm_1_8_OPPOA83_10.8768424_106.6782146.jpg","NH4","1.0","OppoA83","2025-05-24 12:58:27","train"
"NH4/OppoA83/round1/aTM3n_ngochanpham274@gmail.com_2025-05-22 12_05_37_Vinh_OPPOA83_NH4_0.95ppm_1_4_OPPOA83_10.8768476_106.678211.jpg","NH4","0.95","OppoA83","2025-05-22 12:05:37","train"
"NH4/OppoA83/round1/AYSkh_ngochanpham274@gmail.com_2025-05-24 12_07_59_Vinh_OPPOA83_NH4_0.02ppm_1_6_OPPOA83_10.8768448_106.6782104.jpg","NH4","0.02","OppoA83","2025-05-24 12:07:59","train"
"NH4/OppoA83/round1/Ba8Y2_ngochanpham274@gmail.com_2025-05-22 12_14_34_Vinh_OPPOA83_NH4_4ppm_1_3_OPPOA83_10.8768476_106.678211.jpg","NH4","4.0","OppoA83","2025-05-22 12:14:34","train"
"NH4/OppoA83/round1/BbaZx_ngochanpham274@gmail.com_2025-05-22 12_02_07_Vinh_OPPOA83_NH4_0.9ppm_1_5_OPPOA83_10.8768427_106.678216.jpg","NH4","0.9","OppoA83","2025-05-22 12:02:07","train"
"NH4/OppoA83/round1/BCRHW_ngochanpham274@gmail.com_2025-05-24 12_26_14_Vinh_OPPOA83_NH4_0.095ppm_1_7_OPPOA83_10.8768427_106.6782173.jpg","NH4","0.095","OppoA83","2025-05-24 12:26:14","train"
"NH4/OppoA83/round1/BhwIB_ngochanpham274@gmail.com_2025-05-24 13_01_22_Vinh_OPPOA83_NH4_3ppm_1_9_OPPOA83_10.8768424_106.6782146.jpg","NH4","3.0","OppoA83","2025-05-24 13:01:22","train"
"NH4/OppoA83/round1/BtMe4_ngochanpham274@gmail.com_2025-05-22 12_38_59_Vinh_OPPOA83_NH4_9.5ppm_1_5_OPPOA83_10.8769767_106.6777567.jpg","NH4","9.5","OppoA83","2025-05-22 12:38:59","train"
"NH4/OppoA83/round1/BUvB7_ngochanpham274@gmail.com_2025-05-22 11_58_10_Vinh_OPPOA83_NH4_0.8ppm_1_1_OPPOA83_10.8768498_106.6782152.jpg","NH4","0.8","OppoA83","2025-05-22 11:58:10","train"
"NH4/OppoA83/round1/bvb2e_ngochanpham274@gmail.com_2025-05-24 12_03_41_Vinh_OPPOA83_NH4_0.01ppm_1_6_OPPOA83_10.8768501_106.6782177.jpg","NH4","0.01","OppoA83","2025-05-24 12:03:41","train"
"NH4/OppoA83/round1/by4GL_ngochanpham274@gmail.com_2025-05-24 12_35_22_Vinh_OPPOA83_NH4_0.3ppm_1_6_OPPOA83_10.8768464_106.6782139.jpg","NH4","0.3","OppoA83","2025-05-24 12:35:22","train"
"NH4/OppoA83/round1/BZP2P_ngochanpham274@gmail.com_2025-05-22 11_22_14_Vinh_OPPOA83_NH4_0.04ppm_1_1_OPPOA83_10.8768519_106.6782023.jpg","NH4","0.04","OppoA83","2025-05-22 11:22:14","train"
"NH4/OppoA83/round1/c0CwF_ngochanpham274@gmail.com_2025-05-22 11_19_55_Vinh_OPPOA83_NH4_0.02ppm_1_5_OPPOA83_10.8768519_106.6782023.jpg","NH4","0.02","OppoA83","2025-05-22 11:19:55","train"
"NH4/OppoA83/round1/caaM3_ngochanpham274@gmail.com_2025-05-22 12_37_46_Vinh_OPPOA83_NH4_9.5ppm_1_3_OPPOA83_10.8769767_106.6777567.jpg","NH4","9.5","OppoA83","2025-05-22 12:37:46","train"
"NH4/OppoA83/round1/cdjNE_ngochanpham274@gmail.com_2025-05-24 12_09_04_Vinh_OPPOA83_NH4_0.02ppm_1_9_OPPOA83_10.8768448_106.6782104.jpg","NH4","0.02","OppoA83","2025-05-24 12:09:04","train"
"NH4/OppoA83/round1/cEGHQ_ngochanpham274@gmail.com_2025-05-24 13_13_45_Vinh_OPPOA83_NH4_5ppm_1_6_OPPOA83_10.8768468_106.6782129.jpg","NH4","5.0","OppoA83","2025-05-24 13:13:45","train"
"NH4/OppoA83/round1/Cehx5_ngochanpham274@gmail.com_2025-05-22 11_21_05_Vinh_OPPOA83_NH4_0.03ppm_1_3_OPPOA83_10.8768519_106.6782023.jpg","NH4","0.03","OppoA83","2025-05-22 11:21:05","train"
"NH4/OppoA83/round1/cIsIV_ngochanpham274@gmail.com_2025-05-24 13_29_35_Vinh_OPPOA83_NH4_9ppm_1_6_OPPOA83_10.876848_106.678208.jpg","NH4","9.0","OppoA83","2025-05-24 13:29:35","train"
"NH4/OppoA83/round1/Cix4a_ngochanpham274@gmail.com_2025-05-22 11_58_50_Vinh_OPPOA83_NH4_0.8ppm_1_3_OPPOA83_10.8768498_106.6782152.jpg","NH4","0.8","OppoA83","2025-05-22 11:58:50","train"
"NH4/OppoA83/round1/cLayt_ngochanpham274@gmail.com_2025-05-22 12_17_38_Vinh_OPPOA83_NH4_5ppm_1_3_OPPOA83_10.8768509_106.6782162.jpg","NH4","5.0","OppoA83","2025-05-22 12:17:38","train"
"NH4/OppoA83/round1/CqR2S_ngochanpham274@gmail.com_2025-05-22 12_23_42_Vinh_OPPOA83_NH4_8ppm_1_2_OPPOA83_10.8768509_106.6782162.jpg","NH4","8.0","OppoA83","2025-05-22 12:23:42","train"
"NH4/OppoA83/round1/CX6M4_ngochanpham274@gmail.com_2025-05-24 12_35_02_Vinh_OPPOA83_NH4_0.2ppm_1_6_OPPOA83_10.8768464_106.6782139.jpg","NH4","0.2","OppoA83","2025-05-24 12:35:02","train"
"NH4/OppoA83/round1/DB3ZA_ngochanpham274@gmail.com_2025-05-22 11_20_25_Vinh_OPPOA83_NH4_0.03ppm_1_1_OPPOA83_10.8768519_106.6782023.jpg","NH4","0.03","OppoA83","2025-05-22 11:20:25","train"
"NH4/OppoA83/round1/DKciO_ngochanpham274@gmail.com_2025-05-22 11_52_58_Vinh_OPPOA83_NH4_0.5ppm_1_5_OPPOA83_10.8768498_106.6782152.jpg","NH4","0.5","OppoA83","2025-05-22 11:52:58","train"
"NH4/OppoA83/round1/DKdjb_ngochanpham274@gmail.com_2025-05-24 13_19_45_Vinh_OPPOA83_NH4_8ppm_1_10_OPPOA83_10.8768468_106.6782129.jpg","NH4","8.0","OppoA83","2025-05-24 13:19:45","train"
"NH4/OppoA83/round1/dkWLs_ngochanpham274@gmail.com_2025-05-22 11_37_21_Vinh_OPPOA83_NH4_0.09ppm_1_4_OPPOA83_10.8768456_106.6782156.jpg","NH4","0.09","OppoA83","2025-05-22 11:37:21","train"
"NH4/OppoA83/round1/dNrAj_ngochanpham274@gmail.com_2025-05-24 13_32_14_Vinh_OPPOA83_NH4_0.01ppm_1_10_OPPOA83_10.876848_106.678208.jpg","NH4","0.01","OppoA83","2025-05-24 13:32:14","train"
"NH4/OppoA83/round1/DvrGZ_ngochanpham274@gmail.com_2025-05-22 11_28_18_Vinh_OPPOA83_NH4_0.06ppm_1_2_OPPOA83_10.8768456_106.6782156.jpg","NH4","0.06","OppoA83","2025-05-22 11:28:18","train"
"NH4/OppoA83/round1/e06mx_ngochanpham274@gmail.com_2025-05-22 12_22_01_Vinh_OPPOA83_NH4_7ppm_1_3_OPPOA83_10.8768509_106.6782162.jpg","NH4","7.0","OppoA83","2025-05-22 12:22:01","train"
"NH4/OppoA83/round1/e0yLP_ngochanpham274@gmail.com_2025-05-24 12_32_25_Vinh_OPPOA83_NH4_0.1ppm_1_7_OPPOA83_10.8768464_106.6782139.jpg","NH4","0.1","OppoA83","2025-05-24 12:32:25","train"
"NH4/OppoA83/round1/e2bwN_ngochanpham274@gmail.com_2025-05-24 13_16_02_Vinh_OPPOA83_NH4_6ppm_1_10_OPPOA83_10.8768468_106.6782129.jpg","NH4","6.0","OppoA83","2025-05-24 13:16:02","train"
"NH4/OppoA83/round1/e8ifg_ngochanpham274@gmail.com_2025-05-24 12_46_08_Vinh_OPPOA83_NH4_0.5ppm_1_7_OPPOA83_10.8768412_106.678226.jpg","NH4","0.5","OppoA83","2025-05-24 12:46:08","train"
"NH4/OppoA83/round1/EbmUu_ngochanpham274@gmail.com_2025-05-24 12_32_05_Vinh_OPPOA83_NH4_0.1ppm_1_6_OPPOA83_10.8768464_106.6782139.jpg","NH4","0.1","OppoA83","2025-05-24 12:32:05","train"
"NH4/OppoA83/round1/ec5nI_ngochanpham274@gmail.com_2025-05-22 11_37_48_Vinh_OPPOA83_NH4_0.09ppm_1_5_OPPOA83_10.8768456_106.6782156.jpg","NH4","0.09","OppoA83","2025-05-22 11:37:48","train"
"NH4/OppoA83/round1/ESsaR_ngochanpham274@gmail.com_2025-05-24 12_14_50_Vinh_OPPOA83_NH4_0.06ppm_1_6_OPPOA83_10.8768448_106.6782104.jpg","NH4","0.06","OppoA83","2025-05-24 12:14:50","train"
"NH4/OppoA83/round1/f7E8V_ngochanpham274@gmail.com_2025-05-24 12_11_03_Vinh_OPPOA83_NH4_0.03ppm_1_6_OPPOA83_10.8768448_106.6782104.jpg","NH4","0.03","OppoA83","2025-05-24 12:11:03","train"
"NH4/OppoA83/round1/FEhmD_ngochanpham274@gmail.com_2025-05-24 12_18_37_Vinh_OPPOA83_NH4_0.06ppm_1_9_OPPOA83_10.8768427_106.6782173.jpg","NH4","0.06","OppoA83","2025-05-24 12:18:37","train"
"NH4/OppoA83/round1/FEpu9_ngochanpham274@gmail.com_2025-05-22 12_11_07_Vinh_OPPOA83_NH4_2ppm_1_5_OPPOA83_10.8768476_106.678211.jpg","NH4","2.0","OppoA83","2025-05-22 12:11:07","train"
"NH4/OppoA83/round1/FjTVt_ngochanpham274@gmail.com_2025-05-22 12_08_56_Vinh_OPPOA83_NH4_1ppm_1_5_OPPOA83_10.8768476_106.678211.jpg","NH4","1.0","OppoA83","2025-05-22 12:08:56","train"
"NH4/OppoA83/round1/fPwpQ_ngochanpham274@gmail.com_2025-05-24 12_48_40_Vinh_OPPOA83_NH4_0.7ppm_1_9_OPPOA83_10.8768412_106.678226.jpg","NH4","0.7","OppoA83","2025-05-24 12:48:40","train"
"NH4/OppoA83/round1/FRzDe_ngochanpham274@gmail.com_2025-05-22 11_29_38_Vinh_OPPOA83_NH4_0.06ppm_1_5_OPPOA83_10.8768456_106.6782156.jpg","NH4","0.06","OppoA83","2025-05-22 11:29:38","train"
"NH4/OppoA83/round1/fxrWP_ngochanpham274@gmail.com_2025-05-24 12_48_22_Vinh_OPPOA83_NH4_0.7ppm_1_10_OPPOA83_10.8768412_106.678226.jpg","NH4","0.7","OppoA83","2025-05-24 12:48:22","train"
"NH4/OppoA83/round1/G4Loe_ngochanpham274@gmail.com_2025-05-22 11_18_13_Vinh_OPPOA83_NH4_0.02ppm_1_3_OPPOA83_10.8768519_106.6782023.jpg","NH4","0.02","OppoA83","2025-05-22 11:18:13","train"
"NH4/OppoA83/round1/G4n7G_ngochanpham274@gmail.com_2025-05-24 13_30_41_Vinh_OPPOA83_NH4_9.5ppm_1_7_OPPOA83_10.876848_106.678208.jpg","NH4","9.5","OppoA83","2025-05-24 13:30:41","train"
"NH4/OppoA83/round1/G7T4v_ngochanpham274@gmail.com_2025-05-22 11_26_09_Vinh_OPPOA83_NH4_0.05ppm_1_4_OPPOA83_10.8768456_106.6782156.jpg","NH4","0.05","OppoA83","2025-05-22 11:26:09","train"
"NH4/OppoA83/round1/gfqyN_ngochanpham274@gmail.com_2025-05-22 11_42_46_Vinh_OPPOA83_NH4_0.1ppm_1_5_OPPOA83_10.8768452_106.6782097.jpg","NH4","0.1","OppoA83","2025-05-22 11:42:46","train"
"NH4/OppoA83/round1/gHdkc_ngochanpham274@gmail.com_2025-05-24 12_50_53_Vinh_OPPOA83_NH4_0.8ppm_1_9_OPPOA83_10.8768412_106.678226.jpg","NH4","0.8","OppoA83","2025-05-24 12:50:53","train"
"NH4/OppoA83/round1/gIGYj_ngochanpham274@gmail.com_2025-05-22 11_56_29_Vinh_OPPOA83_NH4_0.7ppm_1_2_OPPOA83_10.8768498_106.6782152.jpg","NH4","0.7","OppoA83","2025-05-22 11:56:29","train"
"NH4/OppoA83/round1/glswu_ngochanpham274@gmail.com_2025-05-24 12_47_43_Vinh_OPPOA83_NH4_0.6ppm_1_9_OPPOA83_10.8768412_106.678226.jpg","NH4","0.6","OppoA83","2025-05-24 12:47:43","train"
"NH4/OppoA83/round1/gOozt_ngochanpham274@gmail.com_2025-05-24 13_28_14_Vinh_OPPOA83_NH4_9ppm_1_10_OPPOA83_10.876848_106.678208.jpg","NH4","9.0","OppoA83","2025-05-24 13:28:14","train"
"NH4/OppoA83/round1/gSSX4_ngochanpham274@gmail.com_2025-05-24 12_10_02_Vinh_OPPOA83_NH4_0.03ppm_1_9_OPPOA83_10.8768448_106.6782104.jpg","NH4","0.03","OppoA83","2025-05-24 12:10:02","train"
"NH4/OppoA83/round1/GtaAA_ngochanpham274@gmail.com_2025-05-22 11_44_14_Vinh_OPPOA83_NH4_0.2ppm_1_3_OPPOA83_10.8768452_106.6782097.jpg","NH4","0.2","OppoA83","2025-05-22 11:44:14","train"
"NH4/OppoA83/round1/GwkYK_ngochanpham274@gmail.com_2025-05-22 11_45_10_Vinh_OPPOA83_NH4_0.2ppm_1_5_OPPOA83_10.8768452_106.6782097.jpg","NH4","0.2","OppoA83","2025-05-22 11:45:10","train"
